register;points;region_1;title;price;province;region_2;variety;winery
68504;86;Oltrepò Pavese            ;Cà di Frara NV Oltre Cruasé Sparkling (Oltrepò Pavese)                                            ;15;Lombardy         ;                 ;Sparkling Blend           ;Cà di Frara                    
68522;91;Colline Teramane          ;Farnese 2007 Opi Riserva  (Colline Teramane)                                                      ;35;Central Italy    ;                 ;Montepulciano             ;Farnese                        
68538;91;Umbria                    ;Lungarotti 2005 San Giorgio Red (Umbria)                                                          ;63;Central Italy    ;                 ;Red Blend                 ;Lungarotti                     
68598;90;Toscana                   ;Agricola Querciabella 2009 Batàr White (Toscana)                                                  ;90;Tuscany          ;                 ;White Blend               ;Agricola Querciabella          
68608;90;Alto Adige                ;Elena Walch 2010 Castel Ringberg Pinot Grigio (Alto Adige)                                        ;22;Northeastern Ital;                 ;Pinot Grigio              ;Elena Walch                    
68662;93;Brunello di Montalcino    ;Sesta di Sopra 2012  Brunello di Montalcino                                                       ;60;Tuscany          ;                 ;Sangiovese                ;Sesta di Sopra                 
68694;92;Taurasi                   ;Di Meo 2008 Vigna Olmo Riserva  (Taurasi)                                                         ;50;Southern Italy   ;                 ;Aglianico                 ;Di Meo                         
68736;88;Rosso di Montalcino       ;Molino di Sant'Antimo 2012 Paolus  (Rosso di Montalcino)                                          ;20;Tuscany          ;                 ;Sangiovese                ;Molino di Sant'Antimo          
68738;88;Nebbiolo d'Alba           ;Albino Rocca 2012  Nebbiolo d'Alba                                                                ;29;Piedmont         ;                 ;Nebbiolo                  ;Albino Rocca                   
68740;88;Langhe                    ;Amalia 2013 Nebbiolo (Langhe)                                                                     ;30;Piedmont         ;                 ;Nebbiolo                  ;Amalia                         
68752;88;Chianti Classico          ;Vèscine 2009 Lodolaio Riserva  (Chianti Classico)                                                 ;55;Tuscany          ;                 ;Sangiovese                ;Vèscine                        
68756;88;Rosso di Montalcino       ;Abbadia Ardenga 2012  Rosso di Montalcino                                                         ;25;Tuscany          ;                 ;Sangiovese                ;Abbadia Ardenga                
68764;88;Chianti Classico          ;Casaloste 2009 Riserva  (Chianti Classico)                                                        ;34;Tuscany          ;                 ;Red Blend                 ;Casaloste                      
68796;86;Montecucco                ;Pianirossi 2014 Sidus  (Montecucco)                                                               ;20;Tuscany          ;                 ;Red Blend                 ;Pianirossi                     
68798;86;Toscana                   ;Poggio al Tufo 2014 Cabernet Sauvignon (Toscana)                                                  ;18;Tuscany          ;                 ;Cabernet Sauvignon        ;Poggio al Tufo                 
68802;86;Brunello di Montalcino    ;Castellani 2010 Brunaio  (Brunello di Montalcino)                                                 ;40;Tuscany          ;                 ;Sangiovese                ;Castellani                     
68816;86;Montecucco                ;Peteglia 2010 Riserva  (Montecucco)                                                               ;40;Tuscany          ;                 ;Sangiovese                ;Peteglia                       
68830;92;Brunello di Montalcino    ;Col d'Orcia 2010  Brunello di Montalcino                                                          ;55;Tuscany          ;                 ;Sangiovese                ;Col d'Orcia                    
68834;92;Bolgheri Superiore        ;Guado al Tasso 2012  Bolgheri Superiore                                                           ;102;Tuscany          ;                 ;Red Blend                 ;Guado al Tasso                 
68838;92;Bolgheri                  ;Ornellaia 2012 Le Serre Nuove  (Bolgheri)                                                         ;75;Tuscany          ;                 ;Red Blend                 ;Ornellaia                      
68872;85;Valpolicella              ;Valentina Cubi 2010 Iperico  (Valpolicella)                                                       ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Valentina Cubi                 
68888;85;Valpolicella Classico Supe;Tommaso Bussola 2006  Valpolicella Classico Superiore                                             ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Tommaso Bussola                
68954;89;Brunello di Montalcino    ;Val di Suga 2010 Poggio al Granchio  (Brunello di Montalcino)                                     ;99;Tuscany          ;                 ;Sangiovese                ;Val di Suga                    
68956;89;Brunello di Montalcino    ;Tenuta Vitanza 2011 Andretta  (Brunello di Montalcino)                                            ;60;Tuscany          ;                 ;Sangiovese                ;Tenuta Vitanza                 
68990;91;Amarone della Valpolicella;Le Ragose 2007  Amarone della Valpolicella Classico                                               ;55;Veneto           ;                 ;Red Blend                 ;Le Ragose                      
68998;92;Chianti Classico          ;Mazzei 2008 Ser Lapo Riserva  (Chianti Classico)                                                  ;30;Tuscany          ;                 ;Sangiovese                ;Mazzei                         
69000;91;Bolgheri                  ;I Greppi 2009 Greppicante  (Bolgheri)                                                             ;28;Tuscany          ;                 ;Red Blend                 ;I Greppi                       
69002;91;Maremma                   ;Morisfarms 2007 Avvoltore  (Maremma)                                                              ;               ;Tuscany          ;                 ;Red Blend                 ;Morisfarms                     
69026;89;Soave Classico Superiore  ;Pieropan 2000 La Rocca  (Soave Classico Superiore)                                                ;30;Veneto           ;                 ;White Blend               ;Pieropan                       
69028;89;Alto Adige                ;Produttori Colterenzio 2002 Praedium Sauvignon Blanc (Alto Adige)                                 ;19;Northeastern Ital;                 ;Sauvignon Blanc           ;Produttori Colterenzio         
69032;89;Alto Adige                ;Elena Walch 2002 Kastelatz Gewürztraminer (Alto Adige)                                            ;25;Northeastern Ital;                 ;Gewürztraminer            ;Elena Walch                    
69034;89;Colli Orientali del Friuli;Volpe Pasini 2002 Luc de Volpe Tocai Friulano Tocai (Colli Orientali del Friuli)                  ;18;Northeastern Ital;                 ;Tocai                     ;Volpe Pasini                   
69036;89;Alto Adige                ;Cantina Terlano 2001 Winkl Sauvignon Blanc (Alto Adige)                                           ;22;Northeastern Ital;                 ;Sauvignon Blanc           ;Cantina Terlano                
69042;89;Alto Adige                ;J. Hofstatter 2002 Kolbenhof Gewürztraminer (Alto Adige)                                          ;26;Northeastern Ital;                 ;Gewürztraminer            ;J. Hofstatter                  
69048;89;Delle Venezie             ;Anselmi 2002 San Vincenzo White (Delle Venezie)                                                   ;11;Northeastern Ital;                 ;White Blend               ;Anselmi                        
69058;86;Vernaccia di San Gimignano;Palagetto 2015 Santa Chiara  (Vernaccia di San Gimignano)                                         ;20;Tuscany          ;                 ;White Blend               ;Palagetto                      
69062;86;Vernaccia di San Gimignano;Poggio Alloro 2015 Il Nicchiaio  (Vernaccia di San Gimignano)                                     ;23;Tuscany          ;                 ;Vernaccia                 ;Poggio Alloro                  
69084;85;Chianti Colli Senesi      ;Pietrafitta 2008  Chianti Colli Senesi                                                            ;               ;Tuscany          ;                 ;Sangiovese                ;Pietrafitta                    
69116;87;Salento                   ;Castello Monaci 2013 Maru Negroamaro (Salento)                                                    ;15;Southern Italy   ;                 ;Negroamaro                ;Castello Monaci                
69140;88;Salice Salentino          ;Cantine Paolo Leo 2009 Riserva Red (Salice Salentino)                                             ;17;Southern Italy   ;                 ;Red Blend                 ;Cantine Paolo Leo              
69150;88;Barolo                    ;Malgrà 2009 Marvenga  (Barolo)                                                                    ;39;Piedmont         ;                 ;Nebbiolo                  ;Malgrà                         
69158;88;Puglia                    ;Masseria Altemura 2012 Aglianico (Puglia)                                                         ;16;Southern Italy   ;                 ;Aglianico                 ;Masseria Altemura              
69168;87;Fiano di Avellino         ;I Capitani 2013 Gaudium  (Fiano di Avellino)                                                      ;20;Southern Italy   ;                 ;Fiano                     ;I Capitani                     
69174;87;Sicilia                   ;Spadafora 2011 Schietto Chardonnay (Sicilia)                                                      ;35;Sicily & Sardinia;                 ;Chardonnay                ;Spadafora                      
69182;87;Campania                  ;La Sibilla 2009 Domus Giulii Falanghina (Campania)                                                ;50;Southern Italy   ;                 ;Falanghina                ;La Sibilla                     
69234;88;Alto Adige                ;Abbazia di Novacella 2011 Gewürztraminer (Alto Adige)                                             ;23;Northeastern Ital;                 ;Gewürztraminer            ;Abbazia di Novacella           
69258;88;Romagna                   ;Balia di Zola 2013 Redinoce Riserva Sangiovese (Romagna)                                          ;28;Central Italy    ;                 ;Sangiovese                ;Balia di Zola                  
69260;88;Romagna                   ;Bissoni 2015 Girapoggio Sangiovese (Romagna)                                                      ;               ;Central Italy    ;                 ;Sangiovese                ;Bissoni                        
69264;88;Aglianico del Vulture     ;Grifalco 2015  Aglianico del Vulture                                                              ;20;Southern Italy   ;                 ;Aglianico                 ;Grifalco                       
69266;88;Vernaccia di San Gimignano;Il Palagione 2015 Hydra  (Vernaccia di San Gimignano)                                             ;10;Tuscany          ;                 ;Vernaccia                 ;Il Palagione                   
69284;85;Veneto                    ;Tiamo 2011 Pinot Grigio (Veneto)                                                                  ;12;Veneto           ;                 ;Pinot Grigio              ;Tiamo                          
69294;85;Prosecco Treviso          ;Bottega NV Gold Brut  (Prosecco Treviso)                                                          ;30;Veneto           ;                 ;Glera                     ;Bottega                        
69300;85;Prosecco                  ;Piera Martellozzo NV 075 Carati Extra Dry  (Prosecco)                                             ;15;Veneto           ;                 ;Glera                     ;Piera Martellozzo              
69304;85;Prosecco Treviso          ;Casa Roma NV Pian dei Filari Extra Dry  (Prosecco Treviso)                                        ;               ;Veneto           ;                 ;Glera                     ;Casa Roma                      
69336;90;Abruzzo                   ;Farnese 2008 Edizione Cinque Autoctoni Red (Abruzzo)                                              ;43;Central Italy    ;                 ;Red Blend                 ;Farnese                        
69340;86;Vittoria Frappato         ;Paolo Calì 2008 Mandragola  (Vittoria Frappato)                                                   ;22;Sicily & Sardinia;                 ;Frappato                  ;Paolo Calì                     
69344;86;Sicilia                   ;Mirabile 2005 Tannat (Sicilia)                                                                    ;28;Sicily & Sardinia;                 ;Tannat                    ;Mirabile                       
69364;88;Franciacorta              ;Contadi Castaldi NV Rosé Sparkling (Franciacorta)                                                 ;24;Lombardy         ;                 ;Sparkling Blend           ;Contadi Castaldi               
69370;88;Lugana                    ;Olivini 2007 Pas Dosé Metodo Classico  (Lugana)                                                   ;46;Lombardy         ;                 ;Turbiana                  ;Olivini                        
69374;88;Franciacorta              ;Bellavista 2009 Rosé Sparkling (Franciacorta)                                                     ;54;Lombardy         ;                 ;Sparkling Blend           ;Bellavista                     
69384;88;Conegliano Valdobbiadene P;Valdellövo 2012 Bade Col Fondo  (Conegliano Valdobbiadene Prosecco Superiore)                     ;26;Veneto           ;                 ;Sparkling Blend           ;Valdellövo                     
69394;87;Vino Spumante             ;Murgo 2010 Brut Metodo Classico Nerello Mascalese (Vino Spumante)                                 ;20;Italy Other      ;                 ;Nerello Mascalese         ;Murgo                          
69396;87;Toscana                   ;Poggioventoso 2010 Fuochi Red (Toscana)                                                           ;40;Tuscany          ;                 ;Red Blend                 ;Poggioventoso                  
69400;87;Toscana                   ;San Fabiano Calcinaia 2011 Cabernet Sauvignon (Toscana)                                           ;35;Tuscany          ;                 ;Cabernet Sauvignon        ;San Fabiano Calcinaia          
69404;87;Toscana                   ;Terre del Marchesato 2011 Marchesale Syrah (Toscana)                                              ;70;Tuscany          ;                 ;Syrah                     ;Terre del Marchesato           
69428;87;Barolo                    ;Podere Ruggeri Corsini 2010 Bussia Corsini  (Barolo)                                              ;48;Piedmont         ;                 ;Nebbiolo                  ;Podere Ruggeri Corsini         
69478;92;Irpinia                   ;Contrade di Taurasi - Lonardo 2012 Aglianico (Irpinia)                                            ;23;Southern Italy   ;                 ;Aglianico                 ;Contrade di Taurasi - Lonardo  
69482;85;Rosso di Montalcino       ;Bonacchi 2014 Il Selciato  (Rosso di Montalcino)                                                  ;20;Tuscany          ;                 ;Sangiovese                ;Bonacchi                       
69492;84;Rosso di Montalcino       ;Bonacchi 2014  Rosso di Montalcino                                                                ;20;Tuscany          ;                 ;Sangiovese                ;Bonacchi                       
69518;94;Bolgheri Superiore        ;Grattamacco 2008  Bolgheri Superiore                                                              ;105;Tuscany          ;                 ;Red Blend                 ;Grattamacco                    
69524;94;Bolgheri Superiore        ;Campo alla Sughera 2008 Arnione  (Bolgheri Superiore)                                             ;75;Tuscany          ;                 ;Red Blend                 ;Campo alla Sughera             
69530;94;Maremma                   ;Mazzei 2008 Tenuta Belguardo  (Maremma)                                                           ;70;Tuscany          ;                 ;Red Blend                 ;Mazzei                         
69546;84;Toscana                   ;Guicciardini Strozzi 2009 Sodole Sangiovese (Toscana)                                             ;55;Tuscany          ;                 ;Sangiovese                ;Guicciardini Strozzi           
69606;91;Salento                   ;Tormaresca 2012 Masseria Maime Negroamaro (Salento)                                               ;35;Southern Italy   ;                 ;Negroamaro                ;Tormaresca                     
69620;91;Barbaresco                ;Cantina del Pino 2010  Barbaresco                                                                 ;44;Piedmont         ;                 ;Nebbiolo                  ;Cantina del Pino               
69628;89;Alto Adige                ;St. Pauls 2013 Missianer Vernatsch Schiava (Alto Adige)                                           ;17;Northeastern Ital;                 ;Schiava                   ;St. Pauls                      
69636;89;Venezia Giulia            ;Attems 2013 Ramato Pinot Grigio (Venezia Giulia)                                                  ;20;Northeastern Ital;                 ;Pinot Grigio              ;Attems                         
69640;89;Lugana                    ;CàMaiol 2011 Fabio Contato  (Lugana)                                                              ;25;Lombardy         ;                 ;Turbiana                  ;CàMaiol                        
69642;89;Valle d'Aosta             ;Cave du Vin Blanc de Morgex et de la Salle 2013 Rayon Blanc de Morgex et de La Salle Prié Blanc (V;23;Northwestern Ital;                 ;Prié Blanc                ;Cave du Vin Blanc de Morgex et 
69648;89;Alto Adige                ;Franz Haas 2012 Pinot Nero (Alto Adige)                                                           ;43;Northeastern Ital;                 ;Pinot Nero                ;Franz Haas                     
69656;86;Rosso di Montalcino       ;Solaria 2014  Rosso di Montalcino                                                                 ;               ;Tuscany          ;                 ;Sangiovese                ;Solaria                        
69664;86;Rosso di Montepulciano    ;Il Conventino 2014  Rosso di Montepulciano                                                        ;22;Tuscany          ;                 ;Red Blend                 ;Il Conventino                  
69708;89;Lugana                    ;Zenato 2015 San Benedetto  (Lugana)                                                               ;16;Lombardy         ;                 ;Turbiana                  ;Zenato                         
69718;89;Langhe                    ;Cantina del Pino 2013 Nebbiolo (Langhe)                                                           ;               ;Piedmont         ;                 ;Nebbiolo                  ;Cantina del Pino               
69720;89;Alto Adige Valle Isarco   ;Abbazia di Novacella 2013 Lagrein (Alto Adige Valle Isarco)                                       ;21;Northeastern Ital;                 ;Lagrein                   ;Abbazia di Novacella           
69722;89;Langhe                    ;Germano Ettore 2014 Nascetta (Langhe)                                                             ;               ;Piedmont         ;                 ;Nascetta                  ;Germano Ettore                 
69724;89;Barolo                    ;CarlindePaolo 2011  Barolo                                                                        ;40;Piedmont         ;                 ;Nebbiolo                  ;CarlindePaolo                  
69726;89;Alto Adige                ;Elena Walch 2011 Kastelaz Riserva Merlot (Alto Adige)                                             ;45;Northeastern Ital;                 ;Merlot                    ;Elena Walch                    
69730;89;Roero                     ;Deltetto 2015 Daivej  (Roero)                                                                     ;15;Piedmont         ;                 ;Arneis                    ;Deltetto                       
69746;90;Alto Adige                ;St. Pauls 2012 Passion Pinot Nero (Alto Adige)                                                    ;35;Northeastern Ital;                 ;Pinot Nero                ;St. Pauls                      
69756;90;Amarone della Valpolicella;Le Ragose 2006  Amarone della Valpolicella Classico                                               ;55;Veneto           ;                 ;Red Blend                 ;Le Ragose                      
69768;86;Alto Adige                ;Castel Sallegg 2014 Prey Pinot Bianco (Alto Adige)                                                ;20;Northeastern Ital;                 ;Pinot Bianco              ;Castel Sallegg                 
69776;86;Friuli Colli Orientali    ;Gigante 2014 Ribolla Gialla (Friuli Colli Orientali)                                              ;18;Northeastern Ital;                 ;Ribolla Gialla            ;Gigante                        
69778;86;Collio                    ;Livio Felluga 2014 Pinot Grigio (Collio)                                                          ;25;Northeastern Ital;                 ;Pinot Grigio              ;Livio Felluga                  
69792;86;Friuli Colli Orientali    ;Poggiobello 2014 Friulano (Friuli Colli Orientali)                                                ;24;Northeastern Ital;                 ;Friulano                  ;Poggiobello                    
69802;84;Soave Classico Superiore  ;Villa Canestrari 2014  Soave Classico Superiore                                                   ;25;Veneto           ;                 ;Garganega                 ;Villa Canestrari               
69830;88;Roero                     ;Cornarea 2014  Roero                                                                              ;21;Piedmont         ;                 ;Arneis                    ;Cornarea                       
69848;88;Cerasuolo d'Abruzzo       ;Binomio 2013 Superiore  (Cerasuolo d'Abruzzo)                                                     ;20;Central Italy    ;                 ;Montepulciano             ;Binomio                        
69876;86;Colli Orientali del Friuli;Dorigo 2011 Ronc di Juri Sauvignon (Colli Orientali del Friuli)                                   ;29;Northeastern Ital;                 ;Sauvignon                 ;Dorigo                         
69880;87;Barbera d'Alba            ;Vietti 2006 Tre Vigne  (Barbera d'Alba)                                                           ;26;Piedmont         ;                 ;Barbera                   ;Vietti                         
69952;86;Toscana                   ;Gualandi 2004 Querciaviglia Red (Toscana)                                                         ;               ;Tuscany          ;                 ;Red Blend                 ;Gualandi                       
69966;85;Barbaresco                ;Borgogno F.lli Serio e Battista 2009  Barbaresco                                                  ;35;Piedmont         ;                 ;Nebbiolo                  ;Borgogno F.lli Serio e Battista
69986;87;Franciacorta              ;Il Mosnel NV Brut Rosé Sparkling (Franciacorta)                                                   ;31;Lombardy         ;                 ;Sparkling Blend           ;Il Mosnel                      
70000;87;Franciacorta              ;Ricci Curbastro NV Brut Rosé Sparkling (Franciacorta)                                             ;55;Lombardy         ;                 ;Sparkling Blend           ;Ricci Curbastro                
70004;87;Toscana                   ;Tenuta di Trecciano 2011 I Campacci Red (Toscana)                                                 ;25;Tuscany          ;                 ;Red Blend                 ;Tenuta di Trecciano            
70036;86;Vino Nobile di Montepulcia;Il Cavalierino 2011  Vino Nobile di Montepulciano                                                 ;40;Tuscany          ;                 ;Red Blend                 ;Il Cavalierino                 
70066;89;Langhe                    ;Cordero di Montezemolo 2012 Nebbiolo (Langhe)                                                     ;26;Piedmont         ;                 ;Nebbiolo                  ;Cordero di Montezemolo         
70068;89;Chianti Classico          ;Fattoria di Petroio 2010  Chianti Classico                                                        ;17;Tuscany          ;                 ;Red Blend                 ;Fattoria di Petroio            
70074;89;Bolgheri                  ;Podere Sapaio 2011 Volpolo  (Bolgheri)                                                            ;35;Tuscany          ;                 ;Red Blend                 ;Podere Sapaio                  
70076;89;Nebbiolo d'Alba           ;Tenuta Carretta 2011 Tavoleto  (Nebbiolo d'Alba)                                                  ;32;Piedmont         ;                 ;Nebbiolo                  ;Tenuta Carretta                
70080;89;Rosso di Montalcino       ;L'Aietta 2012  Rosso di Montalcino                                                                ;30;Tuscany          ;                 ;Sangiovese                ;L'Aietta                       
70102;89;Falanghina del Beneventano;Villa Raiano 2015  Falanghina del Beneventano                                                     ;16;Southern Italy   ;                 ;Falanghina                ;Villa Raiano                   
70108;89;Etna                      ;Barone di Villagrande 2015 Rosato (Etna)                                                          ;               ;Sicily & Sardinia;                 ;Rosato                    ;Barone di Villagrande          
70160;89;Chianti Classico          ;Lanciola 2010 Le Masse di Greve  (Chianti Classico)                                               ;25;Tuscany          ;                 ;Red Blend                 ;Lanciola                       
70182;89;Chianti Classico          ;I Fabbri 2010 Riserva  (Chianti Classico)                                                         ;30;Tuscany          ;                 ;Red Blend                 ;I Fabbri                       
70216;89;Alto Adige                ;Tenuta Peter Sölva & Söhne 2013 I Vigneti Pinot Nero (Alto Adige)                                 ;15;Northeastern Ital;                 ;Pinot Nero                ;Tenuta Peter Sölva & Söhne     
70218;89;Alto Adige                ;Tiefenbrunner 2011 Linticlarus Riserva Pinot Nero (Alto Adige)                                    ;40;Northeastern Ital;                 ;Pinot Nero                ;Tiefenbrunner                  
70220;89;Alto Adige                ;Colterenzio 2011 Cornell Villa Nigra Pinot Nero (Alto Adige)                                      ;49;Northeastern Ital;                 ;Pinot Nero                ;Colterenzio                    
70226;89;Alto Adige                ;Franz Gojer-Glögglhof 2013 Alte Reben Vernatsch Schiava (Alto Adige)                              ;21;Northeastern Ital;                 ;Schiava                   ;Franz Gojer-Glögglhof          
70234;88;Delle Venezie             ;Livio Felluga 2012 Vertigo Rosso Red (Delle Venezie)                                              ;25;Northeastern Ital;                 ;Red Blend                 ;Livio Felluga                  
70238;88;Falanghina del Sannio     ;Mastroberardino 2013  Falanghina del Sannio                                                       ;20;Southern Italy   ;                 ;Falanghina                ;Mastroberardino                
70240;88;Lugana                    ;Olivini 2010 Brut Metodo Classico  (Lugana)                                                       ;29;Lombardy         ;                 ;Turbiana                  ;Olivini                        
70258;90;Castel del Monte          ;Rivera 2004 Riserva Il Falcone Red (Castel del Monte)                                             ;33;Southern Italy   ;                 ;Red Blend                 ;Rivera                         
70268;90;Sicilia                   ;AgroArgento 2004 Timoleonte Red (Sicilia)                                                         ;               ;Sicily & Sardinia;                 ;Red Blend                 ;AgroArgento                    
70288;90;Valdobbiadene Prosecco Sup;Bortolomiol 2014 Naturae Bio Brut  (Valdobbiadene Prosecco Superiore)                             ;               ;Veneto           ;                 ;Glera                     ;Bortolomiol                    
70306;93;Sicilia                   ;Passopisciaro 2008 Passopisciaro Red (Sicilia)                                                    ;               ;Sicily & Sardinia;                 ;Red Blend                 ;Passopisciaro                  
70316;93;Salina                    ;Tasca d'Almerita 2009 Capofaro Malvasia (Salina)                                                  ;66;Sicily & Sardinia;                 ;Malvasia                  ;Tasca d'Almerita               
70318;93;Contessa Entellina        ;Donnafugata 2007 Mille e Una Notte  (Contessa Entellina)                                          ;80;Sicily & Sardinia;                 ;Red Blend                 ;Donnafugata                    
70370;89;Lessini Durello           ;Corte Moschina 2012 Metodo Classico  (Lessini Durello)                                            ;21;Veneto           ;                 ;Durella                   ;Corte Moschina                 
70374;89;Lessini Durello           ;Fattori 2010 Roncà Brut Metodo Classico  (Lessini Durello)                                        ;42;Veneto           ;                 ;Durella                   ;Fattori                        
70392;87;Friuli Grave              ;Pighin 2006 Pinot Grigio (Friuli Grave)                                                           ;16;Northeastern Ital;                 ;Pinot Grigio              ;Pighin                         
70396;87;Alto Adige                ;Girlan 2006 Aimé Gewürztraminer (Alto Adige)                                                      ;22;Northeastern Ital;                 ;Gewürztraminer            ;Girlan                         
70400;87;Amarone della Valpolicella;Monte dall'Ora 2001 Stropa  (Amarone della Valpolicella Classico)                                 ;230;Veneto           ;                 ;Corvina, Rondinella, Molin;Monte dall'Ora                 
70412;90;Franciacorta              ;Antica Fratta NV Brut Rosé Sparkling (Franciacorta)                                               ;35;Lombardy         ;                 ;Sparkling Blend           ;Antica Fratta                  
70418;90;Franciacorta              ;Montenisa 2004 Brut Satèn Chardonnay (Franciacorta)                                               ;32;Lombardy         ;                 ;Chardonnay                ;Montenisa                      
70422;90;Moscato di Trani          ;Torrevento 2009 Dulcis in Fundo  (Moscato di Trani)                                               ;               ;Southern Italy   ;                 ;Moscato                   ;Torrevento                     
70430;90;Conegliano Valdobbiadene P;Bortolomiol 2010 Bandarossa Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)              ;22;Veneto           ;                 ;Glera                     ;Bortolomiol                    
70446;92;Etna                      ;Biondi 2013 Outis Rosso  (Etna)                                                                   ;40;Sicily & Sardinia;                 ;Red Blend                 ;Biondi                         
70500;90;Barolo                    ;Mirafiore 2010 Paiagallo  (Barolo)                                                                ;135;Piedmont         ;                 ;Nebbiolo                  ;Mirafiore                      
70506;90;Langhe                    ;Tenute Cisa Asinari dei Marchesi di Gresy 2013 Martinenga Nebbiolo (Langhe)                       ;22;Piedmont         ;                 ;Nebbiolo                  ;Tenute Cisa Asinari dei Marches
70510;90;Barbaresco                ;Castello di Neive 2011 Gallina  (Barbaresco)                                                      ;               ;Piedmont         ;                 ;Nebbiolo                  ;Castello di Neive              
70528;92;Valpolicella Superiore    ;Dal Forno Romano 2006  Valpolicella Superiore                                                     ;140;Veneto           ;                 ;Corvina, Rondinella, Molin;Dal Forno Romano               
70566;91;Chianti Classico          ;Castelli del Grevepesa 2008 Castello di Bibbione Riserva  (Chianti Classico)                      ;28;Tuscany          ;                 ;Sangiovese                ;Castelli del Grevepesa         
70568;91;Montefalco Sagrantino     ;Moretti Omero 2005  Montefalco Sagrantino                                                         ;45;Central Italy    ;                 ;Sagrantino                ;Moretti Omero                  
70574;94;Barolo                    ;Germano Ettore 2009 Lazzarito Riserva  (Barolo)                                                   ;               ;Piedmont         ;                 ;Nebbiolo                  ;Germano Ettore                 
70590;94;Toscana                   ;Felsina 2012 Fontalloro Sangiovese (Toscana)                                                      ;62;Tuscany          ;                 ;Sangiovese                ;Felsina                        
70600;86;Prosecco                  ;Cavit NV Lunetta  (Prosecco)                                                                      ;14;Veneto           ;                 ;Glera                     ;Cavit                          
70606;86;Sangiovese di Romagna Supe;Fattoria Zerbina 2011 Ceregio  (Sangiovese di Romagna Superiore)                                  ;15;Central Italy    ;                 ;Sangiovese                ;Fattoria Zerbina               
70612;86;Murgia                    ;Botromagno 2011 Fiano (Murgia)                                                                    ;               ;Southern Italy   ;                 ;Fiano                     ;Botromagno                     
70614;86;Conegliano Valdobbiadene P;Il Colle NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                              ;15;Veneto           ;                 ;Glera                     ;Il Colle                       
70616;86;Conegliano Valdobbiadene P;La Farra NV Brut  (Conegliano Valdobbiadene Prosecco Superiore)                                   ;16;Veneto           ;                 ;Glera                     ;La Farra                       
70618;86;Soave Classico            ;Le Mandolare 2011 Il Roccolo  (Soave Classico)                                                    ;22;Veneto           ;                 ;Garganega                 ;Le Mandolare                   
70626;86;Chianti Classico          ;Candialle 2006  Chianti Classico                                                                  ;               ;Tuscany          ;                 ;Sangiovese                ;Candialle                      
70632;86;Vernaccia di San Gimignano;Pietrafitta 2007  Vernaccia di San Gimignano                                                      ;19;Tuscany          ;                 ;Vernaccia                 ;Pietrafitta                    
70670;86;Montefalco Sagrantino     ;Signae 2007 Amedeo  (Montefalco Sagrantino)                                                       ;108;Central Italy    ;                 ;Sagrantino                ;Signae                         
70680;90;Barolo                    ;Rocche Costamagna 2010 Rocche dell'Annunziata  (Barolo)                                           ;45;Piedmont         ;                 ;Nebbiolo                  ;Rocche Costamagna              
70688;90;Barbaresco                ;Beni di Batasiolo 2011  Barbaresco                                                                ;30;Piedmont         ;                 ;Nebbiolo                  ;Beni di Batasiolo              
70690;90;Barbaresco                ;Villadoria 2011  Barbaresco                                                                       ;30;Piedmont         ;                 ;Nebbiolo                  ;Villadoria                     
70694;90;Barbaresco                ;Castello di Neive 2009 Albesani Santo Stefano Riserva  (Barbaresco)                               ;75;Piedmont         ;                 ;Nebbiolo                  ;Castello di Neive              
70752;82;Sicilia                   ;Tenuta di Castellaro 2012 Nero Ossidiana Nero d'Avola (Sicilia)                                   ;35;Sicily & Sardinia;                 ;Nero d'Avola              ;Tenuta di Castellaro           
70786;85;Barolo                    ;Virna Borgogno 2012 Cannubi Boschis  (Barolo)                                                     ;70;Piedmont         ;                 ;Nebbiolo                  ;Virna Borgogno                 
70812;93;Etna                      ;Tenuta delle Terre Nere 2012 Santo Spirito Rosso  (Etna)                                          ;40;Sicily & Sardinia;                 ;Red Blend                 ;Tenuta delle Terre Nere        
70822;89;Vino Spumante             ;Germano Ettore 2014 Rosanna Brut Rosé Metodo Classico Nebbiolo (Vino Spumante)                    ;35;Italy Other      ;                 ;Nebbiolo                  ;Germano Ettore                 
70826;89;Vino Spumante             ;Cascina Chicco 2012 Cuvée Zero Rosé Metodo Classico Sparkling (Vino Spumante)                     ;               ;Italy Other      ;                 ;Sparkling Blend           ;Cascina Chicco                 
70830;89;Trento                    ;Altemasi 2008 Graal Metodo Classico Riserva Sparkling (Trento)                                    ;45;Northeastern Ital;                 ;Sparkling Blend           ;Altemasi                       
70836;89;Franciacorta              ;Castello Bonomi 2006 Cuvée Lucrezia Extra Brut Pinot Nero (Franciacorta)                          ;150;Lombardy         ;                 ;Pinot Nero                ;Castello Bonomi                
70842;89;Barolo                    ;Col dei Venti 2011 Debutto  (Barolo)                                                              ;35;Piedmont         ;                 ;Nebbiolo                  ;Col dei Venti                  
70846;89;Franciacorta              ;Monogram 2011 Dosage Zero Sparkling (Franciacorta)                                                ;40;Lombardy         ;                 ;Sparkling Blend           ;Monogram                       
